Kolya (1996)	0.00370140191085147	0.00348362791750283	0.00336969740789923	0.00329293943132275	0.00304875968503822	
Men in Black (1997)	0.00348362791750283	0.00336969740789923	0.00334328300970936	0.00324145315515686	0.00301226715731488	
Truth About Cats & Dogs, The (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00329293943132275	
Birdcage, The (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Adventures of Priscilla, Queen of the Desert, The (1994)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00334328300970936	0.00329293943132275	
Groundhog Day (1993)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Fish Called Wanda, A (1988)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
English Patient, The (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00329293943132275	
While You Were Sleeping (1995)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
That Thing You Do! (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Princess Bride, The (1987)	0.00370140191085147	0.0034064499531666	0.00336969740789923	0.00334328300970936	0.00329293943132275	
Raising Arizona (1987)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Home Alone (1990)	0.00370140191085147	0.0034064499531666	0.00336969740789923	0.00334328300970936	0.00324145315515686	
Beautiful Girls (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00329293943132275	
Muriel's Wedding (1994)	0.00348362791750283	0.0034064499531666	0.00329293943132275	0.00324145315515686	0.00304875968503822	
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	0.00370140191085147	0.00348362791750283	0.00329293943132275	0.00280494707296805	0.00260938704721462	
Babe (1995)	0.00370140191085147	0.00348362791750283	0.00336969740789923	0.00334328300970936	0.00324145315515686	
Four Weddings and a Funeral (1994)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Stand by Me (1986)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Mighty Aphrodite (1995)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00329293943132275	
American President, The (1995)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
Fast, Cheap & Out of Control (1997)	0.00348362791750283	0.00280494707296805	0.00274137654053507	0.0025412590564863	0.00189204525476603	
Marvin's Room (1996)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00324145315515686	
Full Monty, The (1997)	0.00370140191085147	0.00348362791750283	0.0034064499531666	0.00336969740789923	0.00334328300970936	
