Kolya (1996)	0.00370139135625126	0.00348364224846483	0.00336970277565463	0.00329293558214663	0.00304876464769683	
Men in Black (1997)	0.00348364224846483	0.00336970277565463	0.00334329785765293	0.00324142821600162	0.00301226211853053	
Truth About Cats & Dogs, The (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00329293558214663	
Birdcage, The (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Adventures of Priscilla, Queen of the Desert, The (1994)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00334329785765293	0.00329293558214663	
Groundhog Day (1993)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Fish Called Wanda, A (1988)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
English Patient, The (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00329293558214663	
While You Were Sleeping (1995)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
That Thing You Do! (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Princess Bride, The (1987)	0.00370139135625126	0.00340644900502355	0.00336970277565463	0.00334329785765293	0.00329293558214663	
Raising Arizona (1987)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Home Alone (1990)	0.00370139135625126	0.00340644900502355	0.00336970277565463	0.00334329785765293	0.00324142821600162	
Beautiful Girls (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00329293558214663	
Muriel's Wedding (1994)	0.00348364224846483	0.00340644900502355	0.00329293558214663	0.00324142821600162	0.00304876464769683	
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	0.00370139135625126	0.00348364224846483	0.00329293558214663	0.00280493108027183	0.00260940065562175	
Babe (1995)	0.00370139135625126	0.00348364224846483	0.00336970277565463	0.00334329785765293	0.00324142821600162	
Four Weddings and a Funeral (1994)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Stand by Me (1986)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Mighty Aphrodite (1995)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00329293558214663	
American President, The (1995)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Fast, Cheap & Out of Control (1997)	0.00348364224846483	0.00280493108027183	0.0027413727764365	0.00254125440491755	0.00189204524026946	
Marvin's Room (1996)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00324142821600162	
Full Monty, The (1997)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Secrets & Lies (1996)	0.00370139135625126	0.00348364224846483	0.00336970277565463	0.00329293558214663	0.00304876464769683	
Operation Dumbo Drop (1995)	0.00370139135625126	0.00340644900502355	0.00286257989856945	0.00279378274706902	0.00267855940689642	
Shall We Dance? (1996)	0.00348364224846483	0.00336970277565463	0.00324142821600162	0.00300097577752738	0.00280493108027183	
Mrs. Doubtfire (1993)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00336970277565463	0.00334329785765293	
Being There (1979)	0.00370139135625126	0.00340644900502355	0.00329293558214663	0.00304876464769683	0.00301226211853053	
Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	0.00281648088882596	0.00275092911904402	0.0027413727764365	0.00267855940689642	0.00251336250482745	
Harold and Maude (1971)	0.00370139135625126	0.00348364224846483	0.00340644900502355	0.00334329785765293	0.00329293558214663	
Nutty Professor, The (1996)	0.00370139135625126	0.00348364224846483	0.00336970277565463	0.00334329785765293	0.00324142821600162	
